Date,Global_active_power,Global_reactive_power,Sub_metering_1,Sub_metering_2,Voltage,Global_intensity,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2007-01-13,3186.814,290.736,7806.0,2975.0,239.28361111111113,9.453055555555554,28.36,10.2,0.6,0.0,0.0
2007-01-14,3007.816,227.12,1777.0,4215.0,238.8218485059069,8.968311327310632,28.36,10.2,0.6,0.0,0.0
2007-01-15,2148.678,174.86,1099.0,2239.0,241.2409097222222,6.261527777777778,28.36,10.2,0.6,0.0,0.0
2007-01-16,1686.404,185.428,2063.0,644.0,241.94475694444446,4.975972222222222,28.36,10.2,0.6,0.0,0.0
2007-01-17,2847.688,200.752,3500.0,5737.0,241.00525,8.283888888888889,28.36,10.2,0.6,0.0,0.0
2007-01-18,1821.462,177.712,0.0,336.0,240.89359722222224,5.3425,28.36,10.2,0.6,0.0,0.0
2007-01-19,1480.44,170.052,2103.0,330.0,240.16094444444445,4.37625,28.36,10.2,0.6,0.0,0.0
2007-01-20,3133.732,238.362,4324.0,5222.0,238.8674722222222,9.348055555555556,28.36,10.2,0.6,0.0,0.0
2007-01-21,3407.262,229.736,10346.0,5567.0,238.96811805555558,10.190694444444444,28.36,10.2,0.6,0.0,0.0
2007-01-22,2180.494,168.642,1054.0,2983.0,241.60313194444444,6.355277777777778,28.36,10.2,0.6,0.0,0.0
2007-01-23,1777.64,138.28,0.0,1064.0,242.76255555555556,5.260833333333333,28.36,10.2,0.6,0.0,0.0
2007-01-24,2987.854,178.06,3464.0,2480.0,241.45769444444446,8.733611111111111,28.36,10.2,0.6,0.0,0.0
2007-01-25,1596.344,144.16,1158.0,262.0,243.42436111111112,4.629305555555556,28.36,10.2,0.6,0.0,0.0
2007-01-26,1617.972,142.902,1163.0,261.0,242.77179166666667,4.721388888888889,28.36,10.2,0.6,0.0,0.0
2007-01-27,2044.072,148.242,1170.0,3896.0,241.61656944444442,5.949861111111111,28.36,10.2,0.6,0.0,0.0
2007-01-28,3090.204,153.352,3466.0,3997.0,240.30478804725504,9.133703961084086,28.36,10.2,0.6,0.0,0.0
2007-01-29,1982.664,165.696,1123.0,294.0,240.9295972222222,5.788888888888889,28.36,10.2,0.6,0.0,0.0
2007-01-30,1707.798,180.934,1123.0,1424.0,241.84087499999998,5.028194444444445,28.36,10.2,0.6,0.0,0.0
2007-01-31,2363.752,185.988,0.0,5950.0,239.92113194444443,6.923611111111111,28.36,10.2,0.6,0.0,0.0
2007-02-01,1824.76,150.264,1170.0,386.0,240.3921388888889,5.3325000000000005,84.117,13.333,6.5,3.0,0.0
2007-02-02,1667.736,139.542,0.0,356.0,240.3343888888889,4.870833333333334,84.117,13.333,6.5,3.0,0.0
2007-02-03,4029.722,245.824,4746.0,4573.0,238.91019444444444,11.815972222222221,84.117,13.333,6.5,3.0,0.0
2007-02-04,3595.94,186.494,3391.0,4597.0,239.63333333333333,10.565416666666668,84.117,13.333,6.5,3.0,0.0
2007-02-05,1645.28,147.228,896.0,2564.0,240.81031249999998,4.820416666666667,84.117,13.333,6.5,3.0,0.0
2007-02-06,1273.48,142.566,1185.0,405.0,241.26415972222225,3.7719444444444448,84.117,13.333,6.5,3.0,0.0
2007-02-07,2328.018,177.708,3299.0,3513.0,241.14969444444444,6.791666666666667,84.117,13.333,6.5,3.0,0.0
2007-02-08,1801.414,138.896,2226.0,366.0,241.79730555555554,5.248333333333334,84.117,13.333,6.5,3.0,0.0
2007-02-09,1620.198,158.066,0.0,3045.0,241.74044444444445,4.727222222222222,84.117,13.333,6.5,3.0,0.0
2007-02-10,2829.328,192.974,5071.0,2831.0,240.0368263888889,8.303749999999999,84.117,13.333,6.5,3.0,0.0
2007-02-11,3571.228,204.314,2430.0,4765.0,239.5061458333333,10.526805555555557,84.117,13.333,6.5,3.0,0.0
2007-02-12,1877.61,136.704,2227.0,399.0,240.09850000000003,5.503472222222222,84.117,13.333,6.5,3.0,0.0
2007-02-13,1414.546,134.678,0.0,2828.0,241.16685416666667,4.14375,84.117,13.333,6.5,3.0,0.0
2007-02-14,2498.672,202.506,3295.0,3793.0,240.3753888888889,7.315138888888888,84.117,13.333,6.5,3.0,0.0
2007-02-15,1985.346,165.964,0.0,2363.0,240.66922222222223,5.820277777777778,84.117,13.333,6.5,3.0,0.0
2007-02-16,1702.528,151.686,1148.0,859.0,240.82094444444442,5.0465277777777775,84.117,13.333,6.5,3.0,0.0
2007-02-17,2076.912,238.968,1765.0,2226.0,239.31603472222224,6.129166666666666,84.117,13.333,6.5,3.0,0.0
2007-02-18,3829.762,255.522,6107.0,8003.0,239.17080555555557,11.238888888888889,84.117,13.333,6.5,3.0,0.0
2007-02-19,2186.614,176.584,1634.0,2900.0,239.78958333333333,6.442222222222222,84.117,13.333,6.5,3.0,0.0
2007-02-20,3149.928,187.158,2058.0,5191.0,239.86544444444445,9.168472222222222,84.117,13.333,6.5,3.0,0.0
2007-02-21,2072.874,189.87,3527.0,2332.0,240.46096527777777,6.0744444444444445,84.117,13.333,6.5,3.0,0.0
2007-02-22,3369.478,137.954,1409.0,4129.0,238.62353963838666,9.870792767732963,84.117,13.333,6.5,3.0,0.0
2007-02-23,1313.48,149.344,0.0,503.0,240.68596527777777,3.825416666666667,84.117,13.333,6.5,3.0,0.0
2007-02-24,714.922,122.202,0.0,363.0,239.86310416666666,2.0858333333333334,84.117,13.333,6.5,3.0,0.0
2007-02-25,501.74,113.736,0.0,329.0,241.6815486111111,1.462222222222222,84.117,13.333,6.5,3.0,0.0
2007-02-26,568.484,108.28,0.0,331.0,241.27359027777777,1.658888888888889,84.117,13.333,6.5,3.0,0.0
2007-02-27,518.112,113.204,0.0,314.0,242.94427083333332,1.5245833333333334,84.117,13.333,6.5,3.0,0.0
2007-02-28,520.774,113.372,0.0,340.0,242.15959027777777,1.5284722222222222,84.117,13.333,6.5,3.0,0.0
2007-03-01,517.564,107.628,0.0,316.0,241.3214027777778,1.508888888888889,43.217,12.833,2.667,0.0,0.0
2007-03-02,515.688,107.008,0.0,340.0,240.59159722222225,1.5068055555555557,43.217,12.833,2.667,0.0,0.0
2007-03-03,819.122,134.992,0.0,347.0,241.28808333333336,2.401111111111111,43.217,12.833,2.667,0.0,0.0
2007-03-04,2090.7,175.682,1476.0,8711.0,240.0297986111111,6.158194444444444,43.217,12.833,2.667,0.0,0.0
2007-03-05,2660.332,205.956,5727.0,12109.0,240.03090972222222,7.840277777777778,43.217,12.833,2.667,0.0,0.0
2007-03-06,1246.5,186.148,0.0,1740.0,240.98806944444445,3.6956944444444444,43.217,12.833,2.667,0.0,0.0
2007-03-07,2375.206,171.2,1076.0,4761.0,240.3235625,6.935,43.217,12.833,2.667,0.0,0.0
2007-03-08,1572.132,187.404,2180.0,3385.0,240.66542361111112,4.665138888888889,43.217,12.833,2.667,0.0,0.0
2007-03-09,1272.612,119.238,1093.0,345.0,240.88846527777778,3.73125,43.217,12.833,2.667,0.0,0.0
2007-03-10,2484.712,243.528,4130.0,5422.0,239.80283333333335,7.341944444444445,43.217,12.833,2.667,0.0,0.0
2007-03-11,3480.636,173.374,4810.0,3420.0,240.00729166666667,10.121527777777779,43.217,12.833,2.667,0.0,0.0
2007-03-12,1950.668,134.422,1403.0,2841.0,240.55871527777776,5.728472222222222,43.217,12.833,2.667,0.0,0.0
2007-03-13,1290.144,126.718,1350.0,3859.0,240.89796527777779,3.8056944444444443,43.217,12.833,2.667,0.0,0.0
2007-03-14,1793.364,157.522,3485.0,480.0,240.77729166666666,5.2675,43.217,12.833,2.667,0.0,0.0
2007-03-15,1884.814,159.326,0.0,3263.0,240.28049305555552,5.523194444444444,43.217,12.833,2.667,0.0,0.0
2007-03-16,1702.054,130.208,1106.0,4604.0,239.52713194444445,4.992361111111111,43.217,12.833,2.667,0.0,0.0
2007-03-17,2028.09,127.068,2208.0,359.0,238.22465277777778,5.946111111111111,43.217,12.833,2.667,0.0,0.0
2007-03-18,2371.046,241.45,6564.0,7369.0,241.04781944444443,7.007916666666667,43.217,12.833,2.667,0.0,0.0
2007-03-19,2152.518,144.764,1648.0,2686.0,240.49709027777777,6.281944444444444,43.217,12.833,2.667,0.0,0.0
2007-03-20,2086.228,164.87,3745.0,2837.0,240.8156388888889,6.151249999999999,43.217,12.833,2.667,0.0,0.0
2007-03-21,2142.092,142.83,1865.0,4133.0,240.98664583333334,6.237222222222223,43.217,12.833,2.667,0.0,0.0
2007-03-22,1454.978,113.826,353.0,736.0,241.76352777777777,4.223055555555556,43.217,12.833,2.667,0.0,0.0
2007-03-23,1309.008,119.488,1127.0,777.0,241.64547916666666,3.80375,43.217,12.833,2.667,0.0,0.0
2007-03-24,2968.43,191.024,3707.0,5797.0,239.70447222222222,8.703333333333333,43.217,12.833,2.667,0.0,0.0
2007-03-25,3336.124,235.972,4630.0,3600.0,240.0327588603197,9.722307157748435,43.217,12.833,2.667,0.0,0.0
2007-03-26,1416.082,160.966,1088.0,344.0,241.3368125,4.183055555555556,43.217,12.833,2.667,0.0,0.0
2007-03-27,1105.14,151.726,0.0,3019.0,240.60197916666664,3.296527777777778,43.217,12.833,2.667,0.0,0.0
2007-03-28,2333.898,196.518,1122.0,8527.0,240.4446111111111,6.854583333333333,43.217,12.833,2.667,0.0,0.0
2007-03-29,1590.406,198.696,1162.0,460.0,240.5366875,4.676805555555556,43.217,12.833,2.667,0.0,0.0
2007-03-30,1402.394,181.12800000000001,1094.0,468.0,241.03922916666667,4.189583333333333,43.217,12.833,2.667,0.0,0.0
2007-03-31,3509.51,231.504,2620.0,7707.0,239.26077083333334,10.264722222222222,43.217,12.833,2.667,0.0,0.0
2007-04-01,2785.9519999999998,202.552,4629.0,5401.0,240.02448611111112,8.149444444444445,10.567,1.0,0.833,0.667,0.0
2007-04-02,1960.778,174.336,1755.0,970.0,240.46011805555557,5.71263888888889,10.567,1.0,0.833,0.667,0.0
2007-04-03,1642.82,168.76,3630.0,1042.0,240.50495833333335,4.84625,10.567,1.0,0.833,0.667,0.0
2007-04-04,2051.868,172.318,3434.0,420.0,240.33178472222224,5.98625,10.567,1.0,0.833,0.667,0.0
2007-04-05,1844.078,244.538,1086.0,4277.0,241.1731041666667,5.491527777777778,10.567,1.0,0.833,0.667,0.0
2007-04-06,1601.14,143.214,0.0,5466.0,241.18445138888887,4.688611111111111,10.567,1.0,0.833,0.667,0.0
2007-04-07,1553.924,138.73,1127.0,3111.0,240.37859027777776,4.564583333333333,10.567,1.0,0.833,0.667,0.0
2007-04-08,1608.816,135.882,0.0,485.0,240.34918055555556,4.719861111111111,10.567,1.0,0.833,0.667,0.0
2007-04-09,1000.92,160.10999999999999,2667.0,514.0,240.55048611111113,2.974583333333333,10.567,1.0,0.833,0.667,0.0
2007-04-10,777.364,148.94,209.0,742.0,240.8137013888889,2.347361111111111,10.567,1.0,0.833,0.667,0.0
2007-04-11,887.482,192.446,0.0,1112.0,241.1548263888889,2.61875,10.567,1.0,0.833,0.667,0.0
2007-04-12,537.706,147.812,0.0,541.0,240.25606249999998,1.5979166666666667,10.567,1.0,0.833,0.667,0.0
2007-04-13,551.022,151.64,0.0,558.0,240.05048611111113,1.6433333333333333,10.567,1.0,0.833,0.667,0.0
2007-04-14,554.268,155.61,0.0,578.0,240.31314583333332,1.6513888888888888,10.567,1.0,0.833,0.667,0.0
2007-04-15,726.164,171.544,0.0,1026.0,240.23668750000002,2.1865277777777776,10.567,1.0,0.833,0.667,0.0
2007-04-16,952.39,186.074,952.0,1305.0,240.6571388888889,2.8724999999999996,10.567,1.0,0.833,0.667,0.0
2007-04-17,1223.734,218.354,1532.0,389.0,240.19566666666668,3.6908333333333334,10.567,1.0,0.833,0.667,0.0
2007-04-18,998.246,165.224,1579.0,355.0,240.14677777777777,2.9954166666666664,10.567,1.0,0.833,0.667,0.0
2007-04-19,1028.658,149.66,733.0,1605.0,240.42984027777777,3.055833333333333,10.567,1.0,0.833,0.667,0.0
2007-04-20,822.58,145.64600000000002,1069.0,360.0,240.13289583333332,2.494861111111111,10.567,1.0,0.833,0.667,0.0
2007-04-21,1673.656,212.658,6575.0,463.0,239.21323611111112,5.035694444444444,10.567,1.0,0.833,0.667,0.0
2007-04-22,2233.714,267.194,4264.0,2287.0,239.60888194444442,6.688472222222222,10.567,1.0,0.833,0.667,0.0
2007-04-23,1054.566,135.64,1402.0,506.0,237.23564583333334,3.264166666666666,10.567,1.0,0.833,0.667,0.0
2007-04-24,1032.1,135.264,1125.0,527.0,235.3449236111111,3.1448611111111116,10.567,1.0,0.833,0.667,0.0
2007-04-25,1264.162,164.736,0.0,1469.0,234.94111111111113,3.858055555555556,10.567,1.0,0.833,0.667,0.0
2007-04-26,1275.466,163.606,1324.0,1845.0,234.7872986111111,3.92375,10.567,1.0,0.833,0.667,0.0
2007-04-27,1094.332,161.928,1772.0,545.0,235.21616666666668,3.3125,10.567,1.0,0.833,0.667,0.0
2007-04-28,22.738,2.86,0.0,18.0,233.98619047619047,4.6380952380952385,10.567,1.0,0.833,0.667,0.0
2007-04-29,0.0,0.0,0.0,0.0,,,10.567,1.0,0.833,0.667,0.0
2007-04-30,420.822,71.718,1214.0,500.0,234.87003472222224,3.239236111111111,10.567,1.0,0.833,0.667,0.0
2007-05-01,1663.858,181.608,4005.0,995.0,234.6787013888889,5.073333333333333,81.367,13.0,6.667,2.333,0.0
2007-05-02,1003.486,160.092,7.0,1490.0,235.58207638888888,3.1415277777777777,81.367,13.0,6.667,2.333,0.0
2007-05-03,1090.238,150.942,1906.0,1725.0,235.1348888888889,3.307638888888889,81.367,13.0,6.667,2.333,0.0
2007-05-04,998.128,174.74,2259.0,538.0,235.71019444444443,3.0780555555555553,81.367,13.0,6.667,2.333,0.0
2007-05-05,1563.052,174.102,2913.0,2493.0,235.03502083333333,4.736111111111111,81.367,13.0,6.667,2.333,0.0
2007-05-06,2102.104,182.336,3215.0,949.0,234.4096527777778,6.409027777777778,81.367,13.0,6.667,2.333,0.0
2007-05-07,1643.664,168.918,946.0,4935.0,234.5369722222222,4.980972222222222,81.367,13.0,6.667,2.333,0.0
2007-05-08,1789.292,181.612,4581.0,2011.0,234.9062361111111,5.356388888888889,81.367,13.0,6.667,2.333,0.0
2007-05-09,1665.736,183.484,3018.0,5631.0,234.8737222222222,5.056111111111111,81.367,13.0,6.667,2.333,0.0
2007-05-10,707.884,168.314,946.0,534.0,235.79625694444442,2.2068055555555555,81.367,13.0,6.667,2.333,0.0
2007-05-11,979.154,132.096,926.0,491.0,235.22975694444443,3.027638888888889,81.367,13.0,6.667,2.333,0.0
2007-05-12,1441.566,209.172,2247.0,1075.0,234.72290277777776,4.360555555555555,81.367,13.0,6.667,2.333,0.0
2007-05-13,1634.738,220.67,3612.0,2414.0,235.7087083333333,4.969166666666667,81.367,13.0,6.667,2.333,0.0
2007-05-14,1467.782,298.552,3176.0,2417.0,235.69006944444445,4.574166666666667,81.367,13.0,6.667,2.333,0.0
2007-05-15,904.392,111.182,0.0,408.0,235.61199305555556,2.7333333333333334,81.367,13.0,6.667,2.333,0.0
2007-05-16,1692.944,135.894,2213.0,5756.0,235.26081250000001,5.071805555555556,81.367,13.0,6.667,2.333,0.0
2007-05-17,1231.816,131.188,1014.0,2073.0,235.86845833333334,3.720972222222222,81.367,13.0,6.667,2.333,0.0
2007-05-18,1631.53,171.258,3270.0,3913.0,235.9945972222222,4.876666666666666,81.367,13.0,6.667,2.333,0.0
2007-05-19,1429.442,167.858,4683.0,530.0,234.94472222222223,4.319305555555555,81.367,13.0,6.667,2.333,0.0
2007-05-20,1968.328,187.532,5420.0,1733.0,235.34811805555555,5.941527777777777,81.367,13.0,6.667,2.333,0.0
2007-05-21,1120.062,117.28,0.0,468.0,234.6919097222222,3.338611111111111,81.367,13.0,6.667,2.333,0.0
2007-05-22,1132.852,128.916,931.0,3966.0,235.48057638888892,3.3998611111111114,81.367,13.0,6.667,2.333,0.0
2007-05-23,1464.936,165.878,956.0,3792.0,234.81249305555554,4.3975,81.367,13.0,6.667,2.333,0.0
2007-05-24,1154.388,135.56,955.0,4116.0,235.5460625,3.462083333333333,81.367,13.0,6.667,2.333,0.0
2007-05-25,1614.22,174.588,8060.0,586.0,234.44720138888886,4.863472222222222,81.367,13.0,6.667,2.333,0.0
2007-05-26,1512.248,174.24,2373.0,2754.0,235.0698888888889,4.562777777777778,81.367,13.0,6.667,2.333,0.0
2007-05-27,2153.808,219.894,4366.0,5534.0,234.90843750000002,6.5065277777777775,81.367,13.0,6.667,2.333,0.0
2007-05-28,1637.468,151.1,4554.0,473.0,234.90657638888888,4.921944444444445,81.367,13.0,6.667,2.333,0.0
2007-05-29,1061.34,113.244,0.0,1907.0,235.6943472222222,3.2072222222222218,81.367,13.0,6.667,2.333,0.0
2007-05-30,1609.866,147.058,2250.0,5948.0,234.83139583333335,4.8284722222222225,81.367,13.0,6.667,2.333,0.0
2007-05-31,938.55,129.586,935.0,477.0,235.09652777777777,2.7918055555555554,81.367,13.0,6.667,2.333,0.0
2007-06-01,1044.918,143.182,0.0,483.0,235.32332175121613,3.1356497567755386,45.467,10.333,4.0,0.667,0.0
2007-06-02,1484.362,166.108,3971.0,1250.0,234.4690277777778,4.474027777777778,45.467,10.333,4.0,0.667,0.0
2007-06-03,2108.026,182.458,4985.0,7529.0,234.762375,6.352916666666667,45.467,10.333,4.0,0.667,0.0
2007-06-04,911.618,223.192,1585.0,836.0,234.7480694444444,2.8222222222222224,45.467,10.333,4.0,0.667,0.0
2007-06-05,1458.892,255.692,4484.0,1027.0,234.6927638888889,4.465138888888889,45.467,10.333,4.0,0.667,0.0
2007-06-06,1693.638,231.06,3329.0,829.0,234.62163307852677,5.108825573314802,45.467,10.333,4.0,0.667,0.0
2007-06-07,985.002,172.334,985.0,699.0,234.47880555555554,2.9823611111111115,45.467,10.333,4.0,0.667,0.0
2007-06-08,2148.046,229.732,2799.0,11440.0,236.19744444444444,6.448194444444444,45.467,10.333,4.0,0.667,0.0
2007-06-09,1059.814,226.656,852.0,596.0,240.70545649072753,3.2562054208273894,45.467,10.333,4.0,0.667,0.0
2007-06-10,1340.812,239.092,4202.0,1924.0,240.84428472222223,4.005694444444444,45.467,10.333,4.0,0.667,0.0
2007-06-11,794.654,194.63400000000001,0.0,487.0,240.85674999999998,2.4179166666666667,45.467,10.333,4.0,0.667,0.0
2007-06-12,918.766,216.416,1882.0,475.0,240.2248958333333,2.8586111111111108,45.467,10.333,4.0,0.667,0.0
2007-06-13,927.272,208.26,957.0,857.0,240.39760416666667,2.8175,45.467,10.333,4.0,0.667,0.0
2007-06-14,1259.084,231.696,3322.0,2147.0,239.84778472222223,3.783333333333333,45.467,10.333,4.0,0.667,0.0
2007-06-15,989.604,251.762,2269.0,4011.0,240.46438194444445,3.0662499999999997,45.467,10.333,4.0,0.667,0.0
2007-06-16,2017.762,307.558,3289.0,4498.0,239.50169444444444,5.975,45.467,10.333,4.0,0.667,0.0
2007-06-17,1947.09,239.814,4124.0,5038.0,240.21918055555554,5.7693055555555555,45.467,10.333,4.0,0.667,0.0
2007-06-18,678.474,180.81,0.0,529.0,240.77620138888886,2.07875,45.467,10.333,4.0,0.667,0.0
2007-06-19,842.36,187.986,973.0,535.0,240.26925591098748,2.560778859527121,45.467,10.333,4.0,0.667,0.0
2007-06-20,1074.286,227.302,1761.0,2588.0,240.15616666666668,3.3068055555555556,45.467,10.333,4.0,0.667,0.0
2007-06-21,806.946,222.546,932.0,2400.0,240.57494444444444,2.500833333333333,45.467,10.333,4.0,0.667,0.0
2007-06-22,566.294,208.526,0.0,951.0,240.83563194444443,1.807361111111111,45.467,10.333,4.0,0.667,0.0
2007-06-23,477.56600000000003,193.12,0.0,786.0,240.31896527777778,1.5356944444444445,45.467,10.333,4.0,0.667,0.0
2007-06-24,714.656,179.362,0.0,791.0,241.1322152777778,2.207638888888889,45.467,10.333,4.0,0.667,0.0
2007-06-25,1072.202,197.27,1985.0,3621.0,240.4222638888889,3.25,45.467,10.333,4.0,0.667,0.0
2007-06-26,944.908,182.42,971.0,1334.0,240.09450694444448,2.877083333333333,45.467,10.333,4.0,0.667,0.0
2007-06-27,1480.826,206.998,2603.0,6451.0,239.7584097222222,4.429166666666666,45.467,10.333,4.0,0.667,0.0
2007-06-28,1295.438,217.446,0.0,4368.0,239.4236666666667,3.8895833333333334,45.467,10.333,4.0,0.667,0.0
2007-06-29,1304.198,206.194,4363.0,667.0,240.18230020847813,3.9424600416956217,45.467,10.333,4.0,0.667,0.0
2007-06-30,1335.314,188.354,3049.0,792.0,240.01161111111108,3.9715277777777778,45.467,10.333,4.0,0.667,0.0
2007-07-01,1026.664,172.448,969.0,736.0,240.06715277777778,3.080694444444444,78.05,12.667,5.167,3.5,0.0
2007-07-02,967.032,176.924,1018.0,5281.0,240.6718125,2.9277777777777776,78.05,12.667,5.167,3.5,0.0
2007-07-03,1059.912,180.338,467.0,3214.0,240.1869375,3.2306944444444445,78.05,12.667,5.167,3.5,0.0
2007-07-04,1003.41,253.334,2329.0,2218.0,240.65963194444444,3.0954166666666665,78.05,12.667,5.167,3.5,0.0
2007-07-05,1057.29,246.716,2922.0,770.0,240.44444444444446,3.2331944444444445,78.05,12.667,5.167,3.5,0.0
2007-07-06,1069.5240000000001,219.35,2826.0,3563.0,240.5994513888889,3.2686111111111114,78.05,12.667,5.167,3.5,0.0
2007-07-07,1358.206,214.044,997.0,3047.0,239.91013888888887,4.034861111111111,78.05,12.667,5.167,3.5,0.0
2007-07-08,1089.08,196.92,1825.0,2831.0,240.33889583333334,3.289305555555556,78.05,12.667,5.167,3.5,0.0
2007-07-09,1180.158,172.422,923.0,594.0,240.6176458333333,3.51625,78.05,12.667,5.167,3.5,0.0
2007-07-10,908.324,176.244,67.0,2227.0,239.98305555555555,2.786111111111111,78.05,12.667,5.167,3.5,0.0
2007-07-11,722.352,153.856,1015.0,647.0,241.0300347222222,2.1994444444444445,78.05,12.667,5.167,3.5,0.0
2007-07-12,1069.582,209.098,1029.0,2550.0,240.76461805555556,3.2336111111111108,78.05,12.667,5.167,3.5,0.0
2007-07-13,794.382,206.694,0.0,633.0,240.85480555555554,2.450833333333333,78.05,12.667,5.167,3.5,0.0
2007-07-14,1288.17,258.45,3775.0,1968.0,241.29188194444444,3.8940277777777776,78.05,12.667,5.167,3.5,0.0
2007-07-15,917.024,233.182,862.0,632.0,240.5965496183206,3.0916030534351147,78.05,12.667,5.167,3.5,0.0
2007-07-16,853.674,233.96,830.0,695.0,236.5072361111111,2.6605555555555553,78.05,12.667,5.167,3.5,0.0
2007-07-17,719.632,176.088,848.0,694.0,234.74125694444442,2.27625,78.05,12.667,5.167,3.5,0.0
2007-07-18,757.082,156.514,909.0,671.0,231.08822916666665,2.3868055555555556,78.05,12.667,5.167,3.5,0.0
2007-07-19,677.886,187.012,1068.0,703.0,234.26186111111113,2.1438888888888887,78.05,12.667,5.167,3.5,0.0
2007-07-20,1110.422,223.118,2111.0,2418.0,235.56890277777777,3.451666666666666,78.05,12.667,5.167,3.5,0.0
2007-07-21,1060.248,236.158,428.0,512.0,234.25662499999999,3.291527777777778,78.05,12.667,5.167,3.5,0.0
2007-07-22,1375.7740000000001,218.246,7091.0,2136.0,235.96373175816538,4.226546212647672,78.05,12.667,5.167,3.5,0.0
2007-07-23,991.018,143.77,1747.0,1288.0,234.50086805555554,3.075972222222222,78.05,12.667,5.167,3.5,0.0
2007-07-24,825.284,112.81,0.0,1607.0,235.36304166666667,2.550972222222222,78.05,12.667,5.167,3.5,0.0
2007-07-25,472.56,108.234,0.0,151.0,235.6410486111111,1.4793055555555554,78.05,12.667,5.167,3.5,0.0
2007-07-26,924.5,115.092,975.0,3633.0,234.94372222222225,2.8381944444444445,78.05,12.667,5.167,3.5,0.0
2007-07-27,1202.514,120.456,1837.0,49.0,235.55368055555556,3.6233333333333335,78.05,12.667,5.167,3.5,0.0
2007-07-28,1621.862,178.73,907.0,10265.0,235.5072361111111,4.941666666666666,78.05,12.667,5.167,3.5,0.0
2007-07-29,321.116,118.576,0.0,0.0,235.71203472222223,1.0334722222222223,78.05,12.667,5.167,3.5,0.0
2007-07-30,466.816,129.492,0.0,0.0,235.5302291666667,1.4672222222222224,78.05,12.667,5.167,3.5,0.0
